ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	GlobalOutlier	GlobalOutlierReason	OutlierFrequency	OutlierAOIs	Gene	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
	RNA28443	ANXA13	ANXA13				FALSE				ANXA13	48	24	6	3	25	4	0	3	5
	RNA28444	ARHGAP1	ARHGAP1				FALSE				ARHGAP1	65	19	11	3	63	13	2	5	3
	RNA28445	ARL3	ARL3				FALSE				ARL3	38	15	8	1	19	3	0	3	6
	RNA28446	ARR3	ARR3				FALSE				ARR3	39	17	0	3	19	1	1	3	4
	RNA28447	ARRB2	ARRB2				FALSE				ARRB2	83	19	9	2	45	13	2	6	13
	RNA28448	ART1	ART1				FALSE				ART1	63	13	7	2	20	3	2	2	7
	RNA28449	ASCL1	ASCL1				FALSE				ASCL1	32	16	9	1	22	6	1	1	4
	RNA28450	GET3	GET3				FALSE				GET3	97	37	15	3	36	11	1	6	5
	RNA28451	ASTN1	ASTN1				FALSE				ASTN1	67	27	8	1	31	4	0	2	5
	RNA28452	ATP2A1	ATP2A1				FALSE				ATP2A1	49	13	5	0	18	8	0	2	7
	RNA28453	KIF1A	KIF1A				FALSE				KIF1A	92	24	4	0	74	21	4	7	6
	RNA28454	BAD	BAD				FALSE				BAD	78	23	8	5	26	6	0	0	10
	RNA28455	BAG1	BAG1				FALSE				BAG1	53	16	7	1	21	6	1	2	10
	RNA28456	BCL9	BCL9				FALSE				BCL9	57	18	10	1	20	6	1	0	9
	RNA28457	BCR	BCR				FALSE				BCR	71	25	8	10	28	7	2	6	13
	RNA28458	BMPR1A	BMPR1A				FALSE				BMPR1A	61	13	11	2	33	6	2	3	35
	RNA28459	BNIP2	BNIP2				FALSE				BNIP2	56	21	3	1	29	15	1	5	5
	RNA28460	BNIP3L	BNIP3L				FALSE				BNIP3L	88	37	11	4	75	15	3	16	7
	RNA28461	BPHL	BPHL				FALSE				BPHL	46	23	3	5	16	7	0	4	11
	RNA28462	BRAF	BRAF				FALSE				BRAF	100	29	6	3	30	11	1	1	8
	RNA28463	BST1	BST1				FALSE				BST1	43	17	4	0	20	5	0	1	10
	RNA28464	BST2	BST2				FALSE				BST2	63	16	5	1	25	8	1	3	5
	RNA28465	BUB1	BUB1				FALSE				BUB1	52	23	9	1	34	8	1	2	4
	RNA28466	OSGIN2	OSGIN2				FALSE				OSGIN2	61	12	4	4	19	12	0	2	13
	RNA28467	PTTG1IP	PTTG1IP				FALSE				PTTG1IP	129	40	11	3	81	29	0	5	9
	RNA28468	CAD	CAD				FALSE				CAD	58	25	6	2	37	10	2	5	9
	RNA28469	CALD1	CALD1				FALSE				CALD1	116	25	9	1	25	18	0	4	13
	RNA28470	CALR	CALR				FALSE				CALR	213	60	28	9	122	46	5	28	28
	RNA28471	CETN2	CETN2				FALSE				CETN2	46	13	8	0	23	13	1	2	9
	RNA28472	CAMP	CAMP				FALSE				CAMP	43	12	4	0	13	2	1	1	6
	RNA28473	CASP3	CASP3				FALSE				CASP3	46	19	8	0	14	7	1	3	4
	RNA28474	CASP5	CASP5				FALSE				CASP5	49	17	8	1	21	2	1	2	4
	RNA28475	RUNX2	RUNX2				FALSE				RUNX2	57	20	10	1	28	11	3	5	10
	RNA28476	RUNX1T1	RUNX1T1				FALSE				RUNX1T1	58	11	9	2	20	7	0	1	3
	RNA28477	RUNX3	RUNX3				FALSE				RUNX3	39	5	10	0	20	6	0	2	6
	RNA28478	CBLN1	CBLN1				FALSE				CBLN1	37	14	5	3	30	13	1	2	16
	RNA28479	CCNG2	CCNG2				FALSE				CCNG2	59	13	10	3	32	5	0	3	8
	RNA28480	CD81	CD81				FALSE				CD81	242	86	21	8	200	72	4	9	17
	RNA28481	CDC34	CDC34				FALSE				CDC34	71	26	9	5	53	10	0	5	8
	RNA28482	CDH1	CDH1				FALSE				CDH1	51	16	5	1	25	5	0	3	13
	RNA28483	CDH7	CDH7				FALSE				CDH7	55	18	6	2	23	5	0	3	6
	RNA28484	CEACAM5	CEACAM5				FALSE				CEACAM5	51	28	7	3	28	3	2	3	19
	RNA28485	CEBPA	CEBPA				FALSE				CEBPA	44	13	11	1	18	9	0	1	9
	RNA28486	CETN3	CETN3				FALSE				CETN3	54	18	5	1	21	6	1	4	3
	RNA28487	CLCN2	CLCN2				FALSE				CLCN2	56	14	3	1	26	5	1	1	1
	RNA28488	CNN2	CNN2				FALSE				CNN2	40	17	3	3	34	11	1	4	10
	RNA28490	COL12A1	COL12A1				FALSE				COL12A1	42	15	3	1	18	7	2	0	7
	RNA28491	COPA	COPA				FALSE				COPA	105	28	7	4	75	22	2	4	9
	RNA28492	COX6A1	COX6A1				FALSE				COX6A1	190	56	16	6	86	28	4	12	14
	RNA28493	COX6C	COX6C				FALSE				COX6C	140	40	11	4	74	26	1	5	10
	RNA28494	COX11	COX11				FALSE				COX11	80	20	5	3	27	8	1	4	3
	RNA28495	COX15	COX15				FALSE				COX15	48	17	1	6	24	6	1	1	8
	RNA28496	CPT1B,CHKB-CPT1B	CPT1B,CHKB-CPT1B				FALSE				CPT1B,CHKB-CPT1B	62	18	4	2	19	6	3	0	7
	RNA28497	CRABP1	CRABP1				FALSE				CRABP1	43	19	3	3	20	4	0	2	5
	RNA28498	CREB1	CREB1				FALSE				CREB1	73	32	11	2	33	11	0	1	6
	RNA28499	CREBBP	CREBBP				FALSE				CREBBP	73	22	9	2	36	8	0	3	7
	RNA28500	ATF6B	ATF6B				FALSE				ATF6B	73	23	8	0	35	12	4	5	8
	RNA28501	CSK	CSK				FALSE				CSK	78	20	10	3	37	12	1	5	15
	RNA28502	VCAN	VCAN				FALSE				VCAN	147	38	15	6	39	10	2	8	9
	RNA28504	NKX2-5	NKX2-5				FALSE				NKX2-5	36	12	8	2	17	6	0	1	3
	RNA28505	CTBS	CTBS				FALSE				CTBS	56	21	6	5	26	6	1	3	3
	RNA28506	CTNNA2	CTNNA2				FALSE				CTNNA2	43	15	10	0	17	7	1	2	9
	RNA28507	CYP8B1	CYP8B1				FALSE				CYP8B1	49	16	3	0	18	8	1	3	6
	RNA28508	DAP	DAP				FALSE				DAP	86	23	11	4	35	9	2	4	16
	RNA28509	DBN1	DBN1				FALSE				DBN1	91	40	9	2	29	10	0	4	9
	RNA28510	DDX5	DDX5				FALSE				DDX5	294	109	30	8	162	73	3	16	21
	RNA28511	DDX10	DDX10				FALSE				DDX10	63	18	2	1	13	10	0	1	4
	RNA28512	DFFA	DFFA				FALSE				DFFA	51	16	0	2	24	15	1	3	4
	RNA28513	DFFB	DFFB				FALSE				DFFB	28	7	6	1	11	1	1	0	10
	RNA28514	GSDME	GSDME				FALSE				GSDME	68	20	7	2	16	9	2	4	7
	RNA28515	DLX2	DLX2				FALSE				DLX2	68	16	7	1	22	3	1	2	2
	RNA28516	DNM1	DNM1				FALSE				DNM1	103	31	11	2	24	7	1	3	12
	RNA28517	DMPK	DMPK				FALSE				DMPK	105	27	12	7	21	10	0	2	2
	RNA28518	TRDMT1	TRDMT1				FALSE				TRDMT1	44	14	5	0	25	9	1	7	2
	RNA28519	DPEP1	DPEP1				FALSE				DPEP1	42	8	12	0	18	6	3	1	8
	RNA28520	RCAN1	RCAN1				FALSE				RCAN1	127	43	21	0	69	25	3	15	9
	RNA28521	DTX1,RASAL1	DTX1,RASAL1				FALSE				DTX1,RASAL1	55	41	16	2	23	3	0	0	4
	RNA28522	DUSP1	DUSP1				FALSE				DUSP1	96	27	9	5	105	24	3	31	16
	RNA28523	DUSP2	DUSP2				FALSE				DUSP2	58	23	5	1	17	9	2	2	14
	RNA28524	DUSP5	DUSP5				FALSE				DUSP5	49	14	5	3	14	5	0	5	5
	RNA28525	DUSP8	DUSP8				FALSE				DUSP8	74	24	6	2	27	10	1	4	6
	RNA28526	DVL1	DVL1				FALSE				DVL1	76	26	5	3	42	13	0	8	6
	RNA28527	DVL2	DVL2				FALSE				DVL2	55	13	4	2	28	3	0	5	2
	RNA28528	DVL3	DVL3				FALSE				DVL3	64	33	14	5	16	8	0	5	6
	RNA28529	ECM1	ECM1				FALSE				ECM1	40	14	4	2	20	2	2	3	4
	RNA28530	PHC1	PHC1				FALSE				PHC1	101	29	6	4	34	6	1	0	2
	RNA28531	PHC2	PHC2				FALSE				PHC2	112	39	12	3	52	17	1	9	5
	RNA28532	EFNA1	EFNA1				FALSE				EFNA1	66	23	10	4	41	9	3	4	6
	RNA28533	EFNB1	EFNB1				FALSE				EFNB1	38	12	4	3	14	5	1	1	2
	RNA28534	EGR3	EGR3				FALSE				EGR3	61	16	6	2	22	8	0	0	5
	RNA28535	EPHA2	EPHA2				FALSE				EPHA2	41	12	3	0	3	3	1	2	4
	RNA28536	EML1	EML1				FALSE				EML1	53	13	5	1	30	8	1	2	4
	RNA28537	ENDOG,SPOUT1	ENDOG,SPOUT1				FALSE				ENDOG,SPOUT1	54	14	4	5	17	6	2	4	3
	RNA28538	ENSA	ENSA				FALSE				ENSA	98	25	11	4	45	7	1	3	12
	RNA28539	EPHA4	EPHA4				FALSE				EPHA4	82	23	8	1	17	8	1	2	6
	RNA28540	EPHA5	EPHA5				FALSE				EPHA5	45	20	6	2	15	2	0	2	3
	RNA28541	EPHB1	EPHB1				FALSE				EPHB1	69	30	6	2	32	7	0	3	4
	RNA28542	EPHB2	EPHB2				FALSE				EPHB2	27	15	6	2	23	9	3	0	10
	RNA28543	EPHB3	EPHB3				FALSE				EPHB3	58	17	9	0	22	2	0	1	4
	RNA28544	EPHB4	EPHB4				FALSE				EPHB4	58	19	7	2	26	6	1	2	6
	RNA28545	EPHB6	EPHB6				FALSE				EPHB6	49	13	8	2	12	9	0	1	8
	RNA28546	EPRS1	EPRS1				FALSE				EPRS1	52	26	8	1	38	5	1	3	5
	RNA28547	EPS8	EPS8				FALSE				EPS8	46	9	6	1	18	5	0	2	8
	RNA28548	ERH	ERH				FALSE				ERH	191	51	23	7	53	25	3	5	8
	RNA28549	ESRRA	ESRRA				FALSE				ESRRA	51	15	7	1	19	7	0	6	0
	RNA28550	ESRRB	ESRRB				FALSE				ESRRB	39	9	4	2	13	5	0	3	2
	RNA28551	ETFDH	ETFDH				FALSE				ETFDH	44	10	9	1	26	9	1	1	9
	RNA28552	ETV5	ETV5				FALSE				ETV5	79	26	12	3	26	5	0	6	4
	RNA28553	EXTL1	EXTL1				FALSE				EXTL1	44	10	2	1	12	3	0	2	4
	RNA28554	ACSL4	ACSL4				FALSE				ACSL4	43	14	5	0	25	7	2	3	7
	RNA28555	FAP	FAP				FALSE				FAP	59	12	6	3	18	9	2	3	2
	RNA28556	FARSA	FARSA				FALSE				FARSA	63	19	4	2	29	9	0	2	6
	RNA28557	FGD1	FGD1				FALSE				FGD1	38	11	3	0	17	6	0	3	5
	RNA28558	FGF5	FGF5				FALSE				FGF5	43	12	3	0	19	3	1	1	5
	RNA28559	FGF10	FGF10				FALSE				FGF10	36	9	7	2	13	3	0	0	8
	RNA28560	GPC5	GPC5				FALSE				GPC5	37	18	2	2	18	6	0	3	4
	RNA28561	FGL1	FGL1				FALSE				FGL1	44	16	3	3	23	8	2	3	7
	RNA28562	FHL3	FHL3				FALSE				FHL3	66	20	3	1	26	7	1	3	7
	RNA28563	VEGFD	VEGFD				FALSE				VEGFD	44	12	4	1	18	2	0	3	2
	RNA28564	FOXD1	FOXD1				FALSE				FOXD1	45	17	8	6	12	2	2	1	3
	RNA28565	FOXE1	FOXE1				FALSE				FOXE1	51	14	4	1	20	10	1	3	4
	RNA28566	FOXD2	FOXD2				FALSE				FOXD2	50	17	5	2	24	3	1	3	5
	RNA28567	FLOT2	FLOT2				FALSE				FLOT2	119	39	24	1	31	14	1	4	6
	RNA28568	FOLH1	FOLH1				FALSE				FOLH1	55	10	8	0	50	23	0	0	6
	RNA28569	FRG1	FRG1				FALSE				FRG1	92	29	9	6	29	7	0	2	9
	RNA28570	FUT7	FUT7				FALSE				FUT7	48	9	2	5	7	7	0	1	7
	RNA28571	FUT8	FUT8				FALSE				FUT8	46	20	8	1	42	13	1	2	4
	RNA28572	GALNT2	GALNT2				FALSE				GALNT2	115	39	13	2	41	9	5	3	8
	RNA28573	GALNT3	GALNT3				FALSE				GALNT3	0	1	0	0	0	0	0	0	0
	RNA28574	GCSH	GCSH				FALSE				GCSH	35	8	6	0	18	6	2	1	10
	RNA28575	GNG4	GNG4				FALSE				GNG4	63	16	9	3	19	6	0	3	0
	RNA28576	GOLGA2	GOLGA2				FALSE				GOLGA2	49	24	12	1	28	6	1	2	7
	RNA28577	GP5	GP5				FALSE				GP5	44	15	5	2	14	3	1	2	4
	RNA28578	GPS2	GPS2				FALSE				GPS2	75	24	7	2	32	7	2	6	7
	RNA28579	GRB14	GRB14				FALSE				GRB14	41	9	4	1	16	2	0	3	6
	RNA28580	ARHGAP35	ARHGAP35				FALSE				ARHGAP35	89	32	10	6	33	7	0	2	7
	RNA28581	GTF2A2	GTF2A2				FALSE				GTF2A2	60	17	4	0	34	11	2	3	5
	RNA28582	HSD17B10	HSD17B10				FALSE				HSD17B10	50	22	14	1	26	7	1	2	2
	RNA28583	HDGF	HDGF				FALSE				HDGF	93	24	10	4	25	14	1	3	14
	RNA28584	NRG1	NRG1				FALSE				NRG1	55	16	8	3	26	5	1	3	4
	RNA28585	FOXA1	FOXA1				FALSE				FOXA1	27	8	4	1	11	1	0	1	9
	RNA28586	FOXA3	FOXA3				FALSE				FOXA3	50	13	4	0	15	4	2	0	10
	RNA28587	ONECUT1	ONECUT1				FALSE				ONECUT1	68	24	9	4	25	4	3	4	6
	RNA28588	HNRNPAB	HNRNPAB				FALSE				HNRNPAB	110	35	14	4	52	15	2	8	9
	RNA28589	HNRNPU	HNRNPU				FALSE				HNRNPU	138	44	16	3	67	17	4	13	13
	RNA28590	HOXB7	HOXB7				FALSE				HOXB7	47	8	11	1	17	3	1	1	2
	RNA28591	AGFG1	AGFG1				FALSE				AGFG1	65	23	9	2	35	14	2	2	4
	RNA28592	USP6	USP6				FALSE				USP6	50	18	4	3	18	9	1	2	7
	RNA28593	HUS1	HUS1				FALSE				HUS1	80	36	5	0	29	10	1	4	7
	RNA28594	IDI1	IDI1				FALSE				IDI1	60	18	4	3	28	9	0	4	6
	RNA28595	SP110	SP110				FALSE				SP110	49	12	8	1	35	12	2	6	5
	RNA28596	FOXK2	FOXK2				FALSE				FOXK2	44	15	6	3	18	7	0	1	4
	RNA28597	ILF2	ILF2				FALSE				ILF2	1	0	0	0	0	0	0	0	0
	RNA28598	ILK	ILK				FALSE				ILK	35	12	3	0	6	11	0	1	4
	RNA28599	KCNQ3	KCNQ3				FALSE				KCNQ3	41	20	7	2	21	8	2	1	6
	RNA28600	KIF5B	KIF5B				FALSE				KIF5B	52	21	10	2	41	14	1	3	6
	RNA28601	KIF5C	KIF5C				FALSE				KIF5C	118	24	6	1	99	31	1	7	3
	RNA28602	KIF11	KIF11				FALSE				KIF11	40	8	4	1	14	6	0	2	2
	RNA28603	LRP2	LRP2				FALSE				LRP2	37	13	4	1	39	10	0	0	5
	RNA28604	LOC107986126,MCM2	LOC107986126,MCM2				FALSE				LOC107986126,MCM2	65	33	9	3	20	8	2	2	7
	RNA28605	MGST3	MGST3				FALSE				MGST3	91	29	12	2	59	19	3	6	8
	RNA28606	MLLT3	MLLT3				FALSE				MLLT3	34	15	3	0	31	7	2	3	7
	RNA28607	MMP2	MMP2				FALSE				MMP2	56	24	6	3	27	11	1	7	17
	RNA28609	MYBPC2	MYBPC2				FALSE				MYBPC2	22	11	5	0	19	10	1	2	5
	RNA28610	MYT1	MYT1				FALSE				MYT1	72	22	9	2	34	13	0	2	4
	RNA28611	NAIP	NAIP				FALSE				NAIP	79	24	12	5	42	15	4	3	4
	RNA28612	NAP1L3	NAP1L3				FALSE				NAP1L3	43	16	2	5	30	9	3	4	7
	RNA28613	NARS,NARS1	NARS,NARS1				FALSE				NARS,NARS1	88	25	10	4	39	12	2	3	5
	RNA28614	NCAM2	NCAM2				FALSE				NCAM2	38	14	3	1	41	15	3	6	5
	RNA28615	NDUFA1	NDUFA1				FALSE				NDUFA1	87	21	8	3	52	15	5	5	12
	RNA28616	NEB	NEB				FALSE				NEB	47	15	3	1	22	5	2	2	1
	RNA28617	NDUFA10	NDUFA10				FALSE				NDUFA10	77	26	9	4	31	16	1	2	10
	RNA28618	NDUFB1	NDUFB1				FALSE				NDUFB1	130	35	13	0	46	17	2	5	7
	RNA28619	NDUFB2	NDUFB2				FALSE				NDUFB2	84	18	11	1	58	19	4	4	12
	RNA28620	NDUFB4	NDUFB4				FALSE				NDUFB4	105	35	9	4	45	12	0	5	6
	RNA28621	NDUFB10	NDUFB10				FALSE				NDUFB10	54	15	7	0	33	8	0	6	7
	RNA28622	NDUFS3	NDUFS3				FALSE				NDUFS3	84	26	5	8	30	9	0	4	8
	RNA28623	NDUFS5	NDUFS5				FALSE				NDUFS5	101	29	9	1	58	19	1	7	6
	RNA28624	NDUFS6	NDUFS6				FALSE				NDUFS6	116	33	9	4	51	14	0	4	4
	RNA28625	NFATC3	NFATC3				FALSE				NFATC3	46	14	6	5	22	5	2	2	2
	RNA28626	NFKBIE	NFKBIE				FALSE				NFKBIE	55	21	12	0	25	3	1	0	3
	RNA28627	NOTCH4	NOTCH4				FALSE				NOTCH4	66	13	6	3	28	5	0	6	2
	RNA28628	NRTN	NRTN				FALSE				NRTN	39	14	4	0	18	5	1	3	5
	RNA28629	YBX1	YBX1				FALSE				YBX1	308	107	46	5	87	25	2	15	22
	RNA28630	ROR2	ROR2				FALSE				ROR2	47	13	7	4	23	5	1	2	8
	RNA28631	OVOL1	OVOL1				FALSE				OVOL1	39	14	9	3	19	4	0	1	9
	RNA28632	PRKN	PRKN				FALSE				PRKN	38	14	4	3	16	4	0	1	7
	RNA28633	PCK2	PCK2				FALSE				PCK2	31	16	6	2	17	3	0	2	5
	RNA28634	GATB	GATB				FALSE				GATB	57	12	4	1	29	7	0	1	5
	RNA28635	PEX14	PEX14				FALSE				PEX14	41	12	2	0	31	8	0	1	7
	RNA28636	PFKFB3	PFKFB3				FALSE				PFKFB3	90	31	8	4	75	23	2	6	11
	RNA28637	PFKFB4	PFKFB4				FALSE				PFKFB4	32	11	2	0	14	7	0	1	9
	RNA28638	SERPINB6	SERPINB6				FALSE				SERPINB6	77	29	4	2	48	14	3	8	2
	RNA28639	PIGH	PIGH				FALSE				PIGH	64	18	7	5	18	5	2	3	4
	RNA28640	PIK3C2G	PIK3C2G				FALSE				PIK3C2G	47	19	4	0	12	2	1	1	6
	RNA28641	PKNOX1	PKNOX1				FALSE				PKNOX1	74	17	9	7	26	11	3	2	8
	RNA28642	PLCB2	PLCB2				FALSE				PLCB2	51	18	8	2	21	6	1	4	6
	RNA28643	POU4F2	POU4F2				FALSE				POU4F2	39	13	9	2	22	3	1	0	8
	RNA28644	PSPH	PSPH				FALSE				PSPH	77	23	5	6	24	8	0	4	3
	RNA28645	RAB4A	RAB4A				FALSE				RAB4A	72	23	11	3	56	12	0	2	4
	RNA28646	MAP4K2	MAP4K2				FALSE				MAP4K2	45	12	11	2	16	10	1	6	4
	RNA28647	RABGGTB	RABGGTB				FALSE				RABGGTB	45	7	3	1	25	9	0	3	8
	RNA28648	RAB5C	RAB5C				FALSE				RAB5C	147	33	8	3	64	21	4	4	8
	RNA28649	PLAAT4	PLAAT4				FALSE				PLAAT4	47	18	5	3	34	11	1	2	2
	RNA28650	RPS6KA3	RPS6KA3				FALSE				RPS6KA3	45	14	7	0	16	9	0	4	9
	RNA28651	RRBP1	RRBP1				FALSE				RRBP1	60	15	9	3	28	10	1	8	16
	RNA28652	SCN2B	SCN2B				FALSE				SCN2B	42	16	2	1	22	8	0	4	8
	RNA28653	SCO1	SCO1				FALSE				SCO1	54	17	0	1	28	5	0	6	1
	RNA28654	CCL16	CCL16				FALSE				CCL16	36	15	8	3	15	5	2	2	6
	RNA28655	CCL20	CCL20				FALSE				CCL20	55	19	6	3	24	6	1	2	7
	RNA28656	SFSWAP	SFSWAP				FALSE				SFSWAP	66	24	13	3	44	16	0	6	9
	RNA28657	TRA2B	TRA2B				FALSE				TRA2B	92	37	17	3	34	14	2	6	10
	RNA28658	SLC9A5	SLC9A5				FALSE				SLC9A5	43	18	3	3	22	4	1	0	5
	RNA28659	SMS	SMS				FALSE				SMS	82	27	12	2	22	12	2	5	1
	RNA28660	SNRPA	SNRPA				FALSE				SNRPA	69	27	4	6	30	11	0	2	2
	RNA28661	SNRPD2	SNRPD2				FALSE				SNRPD2	85	15	9	4	24	9	1	3	5
	RNA28662	SPOCK1	SPOCK1				FALSE				SPOCK1	50	13	2	3	73	24	8	8	10
	RNA28663	SREBF2	SREBF2				FALSE				SREBF2	85	24	9	4	27	6	1	5	3
	RNA28664	SULT2B1	SULT2B1				FALSE				SULT2B1	35	20	9	2	17	5	1	3	4
	RNA28665	TBCA	TBCA				FALSE				TBCA	117	45	10	2	63	21	4	8	8
	RNA28666	TBX6	TBX6				FALSE				TBX6	50	11	7	2	23	5	2	1	3
	RNA28667	TCF15	TCF15				FALSE				TCF15	41	9	3	0	10	1	0	2	1
	RNA28668	TCP10	TCP10				FALSE				TCP10	52	18	7	1	19	7	1	1	7
	RNA28670	TGM2	TGM2				FALSE				TGM2	46	18	3	2	10	6	1	5	6
	RNA28671	TK2	TK2				FALSE				TK2	7	6	1	1	10	1	1	0	1
	RNA28672	TSPAN7	TSPAN7				FALSE				TSPAN7	156	61	16	3	65	20	3	3	8
	RNA28673	TSPAN8	TSPAN8				FALSE				TSPAN8	56	15	4	1	18	10	2	3	6
	RNA28674	TM4SF4	TM4SF4				FALSE				TM4SF4	101	24	3	4	38	7	0	1	22
	RNA28675	TOP3A	TOP3A				FALSE				TOP3A	64	20	6	1	25	17	3	4	9
	RNA28676	TRPC6	TRPC6				FALSE				TRPC6	45	14	3	0	19	5	0	5	3
	RNA28677	TTC4	TTC4				FALSE				TTC4	85	30	12	5	21	6	0	3	13
	RNA28678	VIPR1	VIPR1				FALSE				VIPR1	51	15	8	4	24	3	1	1	6
	RNA28679	WNT7A	WNT7A				FALSE				WNT7A	27	14	6	1	15	6	1	0	4
	RNA28680	WNT11	WNT11				FALSE				WNT11	64	13	8	4	23	5	2	3	7
	RNA28681	XPC	XPC				FALSE				XPC	49	14	4	1	26	5	1	4	2
	RNA28682	FANCG	FANCG				FALSE				FANCG	52	22	6	1	19	6	0	2	10
	RNA28683	SF1	SF1				FALSE				SF1	92	30	15	3	74	20	4	8	10
	RNA28684	DAP3	DAP3				FALSE				DAP3	71	27	14	1	25	20	1	3	8
	RNA28685	MAPKAPK3	MAPKAPK3				FALSE				MAPKAPK3	69	26	3	2	21	7	3	4	10
	RNA28686	RAB7A	RAB7A				FALSE				RAB7A	103	32	7	5	78	25	1	15	3
	RNA28687	CDK2AP1	CDK2AP1				FALSE				CDK2AP1	242	84	23	6	82	31	6	4	10
	RNA28688	PABPN1,BCL2L2-PABPN1	PABPN1,BCL2L2-PABPN1				FALSE				PABPN1,BCL2L2-PABPN1	54	14	4	1	42	10	3	4	5
	RNA28689	COIL	COIL				FALSE				COIL	64	19	7	5	20	6	2	1	11
	RNA28690	NPHS1	NPHS1				FALSE				NPHS1	35	20	4	1	9	10	0	0	1
	RNA28691	GATD3B,GATD3A	GATD3B,GATD3A				FALSE				GATD3B,GATD3A	61	25	10	3	41	12	0	5	6
	RNA28692	USP11	USP11				FALSE				USP11	89	28	7	4	33	10	2	2	5
	RNA28693	AXIN2	AXIN2				FALSE				AXIN2	48	13	4	0	19	12	2	5	14
	RNA28694	BAP1	BAP1				FALSE				BAP1	57	16	7	2	28	7	0	4	11
	RNA28695	CAVIN2	CAVIN2				FALSE				CAVIN2	39	12	5	0	21	2	0	2	22
	RNA28696	CDC23	CDC23				FALSE				CDC23	80	21	4	0	17	7	2	8	9
	RNA28697	RAB11A	RAB11A				FALSE				RAB11A	111	31	12	3	33	15	2	9	16
	RNA28698	LIN7A	LIN7A				FALSE				LIN7A	31	16	3	1	17	0	1	0	2
	RNA28699	VNN2	VNN2				FALSE				VNN2	50	11	5	1	23	5	0	0	8
	RNA28700	VNN1	VNN1				FALSE				VNN1	49	14	4	2	21	5	0	5	4
	RNA28701	HERC2	HERC2				FALSE				HERC2	58	20	5	0	28	10	0	0	6
	RNA28702	MGAM	MGAM				FALSE				MGAM	51	10	1	5	18	8	1	1	5
	RNA28703	CLIC3	CLIC3				FALSE				CLIC3	51	12	3	1	17	2	0	4	4
	RNA28704	PAPSS2	PAPSS2				FALSE				PAPSS2	27	10	6	0	14	5	1	0	3
	RNA28705	PIAS2	PIAS2				FALSE				PIAS2	110	39	9	5	28	12	1	6	6
	RNA28706	ANGPTL1	ANGPTL1				FALSE				ANGPTL1	49	13	9	2	15	9	1	3	10
	RNA28707	DIRAS3	DIRAS3				FALSE				DIRAS3	62	14	11	4	20	5	1	4	6
	RNA28708	PRY2,PRY	PRY2,PRY				FALSE				PRY2,PRY	46	14	6	1	14	3	0	2	5
	RNA28709	BPY2C,BPY2B,BPY2	BPY2C,BPY2B,BPY2				FALSE				BPY2C,BPY2B,BPY2	27	12	3	1	11	2	2	1	3
	RNA28710	VCY1B,VCY	VCY1B,VCY				FALSE				VCY1B,VCY	36	9	1	1	11	2	0	4	9
	RNA28711	EIF1AY	EIF1AY				FALSE				EIF1AY	31	8	6	1	11	3	0	1	7
	RNA28712	SPARCL1	SPARCL1				FALSE				SPARCL1	264	76	25	2	271	90	4	2	9
	RNA28713	MTMR6	MTMR6				FALSE				MTMR6	41	8	3	1	19	6	1	0	3
	RNA28714	MTMR7,VPS37A	MTMR7,VPS37A				FALSE				MTMR7,VPS37A	49	10	3	5	18	8	0	2	6
	RNA28715	MTMR4	MTMR4				FALSE				MTMR4	54	31	5	2	26	11	1	1	4
	RNA28716	NMI	NMI				FALSE				NMI	56	13	5	1	11	8	0	6	10
	RNA28717	MTA1	MTA1				FALSE				MTA1	130	47	16	3	37	20	1	5	7
	RNA28718	LATS1	LATS1				FALSE				LATS1	45	14	8	0	28	3	0	4	5
	RNA28719	ATP6V0D1	ATP6V0D1				FALSE				ATP6V0D1	62	13	5	1	17	10	1	3	7
	RNA28720	KRT75	KRT75				FALSE				KRT75	62	17	4	1	15	9	1	2	13
	RNA28721	SLC16A5	SLC16A5				FALSE				SLC16A5	60	14	4	2	22	9	0	1	3
	RNA28722	SLC16A4	SLC16A4				FALSE				SLC16A4	47	15	4	2	18	2	1	3	7
	RNA28723	PRPF4	PRPF4				FALSE				PRPF4	52	14	9	1	24	4	3	4	6
	RNA28724	PRPF3	PRPF3				FALSE				PRPF3	80	30	13	6	33	8	1	3	4
	RNA28725	FAM50A	FAM50A				FALSE				FAM50A	60	16	2	4	36	9	1	5	8
	RNA28726	CCNB2	CCNB2				FALSE				CCNB2	43	25	5	2	23	7	0	1	6
	RNA28727	RRP9	RRP9				FALSE				RRP9	38	19	7	2	15	6	1	0	3
	RNA28728	THAP12	THAP12				FALSE				THAP12	114	40	14	0	36	11	1	6	8
	RNA28729	ATG12	ATG12				FALSE				ATG12	106	34	15	1	42	13	2	3	5
	RNA28730	PDCD5	PDCD5				FALSE				PDCD5	110	29	15	3	47	16	1	4	23
	RNA28731	SYNGR2	SYNGR2				FALSE				SYNGR2	57	11	4	2	68	17	2	6	11
	RNA28732	HGS	HGS				FALSE				HGS	65	19	14	2	41	14	0	10	10
	RNA28733	CTDP1	CTDP1				FALSE				CTDP1	36	17	4	5	22	5	0	1	10
